01	019ff768-d424-74de-814b-93c466efa3f0	019ff76c-67c4-7c46-a1ad-9363e0a046e3	Prologue — Tomorrow's Train
02	019ff769-f9c2-7ce7-8568-68d117d25107	019ff76c-6fe4-72cd-aa34-89a13c59bc3a	Chapter One — Germania
03	019ff76a-022c-751f-b308-b778cb27e8a4	019ff76c-77e5-76f6-b199-62c969f14fad	Chapter Two — The Boilermaker's Son
04	019ff76a-0a96-7b0f-8cc8-f21ad51e398d	019ff76c-801e-7e1e-8e1d-78f5b436fe01	Chapter Three — Portage
05	019ff76a-131a-7c4c-a08d-d5853c73d88c	019ff76c-881a-7961-a643-6739ce9d7e48	Chapter Four — A House That Used to Be a Farm
06	019ff76a-1c0e-7474-8055-b5b867f39cd2	019ff76c-9024-7142-820d-e1696038b1a4	Chapter Five — The Reflections
07	019ff76a-2473-77f2-a87a-fe70e6dbb787	019ff76c-97fd-7bd5-b060-a3e017805cdc	Chapter Six — Waushara Industries and the Courthouse
08	019ff76a-2cba-7d60-9cad-185c8a3beb9f	019ff76c-9fe3-750d-8562-dc6b21efb8c7	Chapter Seven — The Home Wrecker and Puss Neck
09	019ff76a-34ff-7a39-b60a-728543d0e42e	019ff76c-a7e4-714b-ab70-bc25427ea73e	Chapter Eight — Corn, Windows, and the Long Apprenticeship of Getting Caught
10	019ff76a-3d6d-762c-9869-37bbee1ca237	019ff76c-afe1-762b-94c4-813e3dec351e	Chapter Nine — Niagara, Washington, and the Kind of Luck You Only Notice Later
11	019ff76a-45cd-70a9-ae82-51a6ec98b746	019ff76c-b7e3-7298-9048-ae8b932c5511	Chapter Ten — The Get-Out-of-Jail-Free Card
12	019ff76a-4e28-7c82-9fc0-7530a401baef	019ff76c-c009-7326-be19-c30beac04f19	Chapter Eleven — Full Circle
13	019ff76a-567d-729d-bd97-2beae4d84036	019ff76c-c806-772b-b337-8349d8ec5f2d	Chapter Twelve — Nikki's Road
14	019ff76a-5ed1-7e20-b27e-11c179406fa7	019ff76c-d0dd-76dc-9fff-7bed96f4b621	Chapter Thirteen — Late Bloom
15	019ff76a-6713-7a60-abaa-0b96338272eb	019ff76c-d8df-7e2f-8b05-1f345e4216c0	Epilogue — The Train to Portage
16	019ff76a-6f7f-7515-96b7-58a3be6dfda3	019ff76c-e176-799f-a764-c33bf9f1cd1a	Appendix A — The Reflections Setlist
17	019ff76a-78af-7763-9cd7-8b29fdcf60c2	019ff76c-ea4f-7023-98ed-7edae64c3aa3	Appendix B — Notes on Sources
